state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL
AL,2020-05-06,9095.383752885567,9020.306353580403,9170.46115219073,0.6722958218081234,0.6610226710909101,0.6835689725253368
AL,2020-05-07,8905.638320027767,8829.25364212559,8982.022997929944,0.6705166224442016,0.6594057298583496,0.6816275150300537
AL,2020-05-08,8710.418461538462,8632.020430230554,8788.816492846368,0.6523741464189297,0.641261543516167,0.6634867493216923
AL,2020-05-09,7527.111167967251,7443.656146273084,7610.566189661418,0.5727241018486222,0.5614595602298724,0.583988643467372
AL,2020-05-10,7696.723295381861,7613.6995683715295,7779.747022392193,0.586447782046804,0.5752257987010827,0.5976697653925254
AL,2020-05-11,8018.641558441559,7940.858111987827,8096.425004895291,0.6116684673560735,0.599937233026699,0.623399701685448
AL,2020-05-12,8623.974347873147,8548.35665836864,8699.59203737765,0.6436532059632364,0.6320008556676475,0.6553055562588253
AL,2020-05-13,8767.481004437708,8692.319419280873,8842.642589594545,0.6537015615962984,0.642131217695612,0.6652719054969849
AL,2020-05-14,8635.23938531588,8558.887866067787,8711.590904563971,0.6552151036830702,0.6438486079711113,0.6665815993950291
AL,2020-05-15,8699.740624272072,8622.750425528902,8776.73082301524,0.6594432141727301,0.6482373941248987,0.6706490342205615
AL,2020-05-16,7982.503460651115,7900.863216518842,8064.14370478339,0.6150035385704176,0.6038620761329635,0.6261450010078716
AL,2020-05-17,7911.008723958334,7828.156427219061,7993.861020697606,0.6046718972895863,0.593588189597035,0.6157556049821375
AL,2020-05-18,8289.955223880597,8209.643132784247,8370.267314976947,0.6197025427794659,0.6084295842681,0.6309755012908318
AL,2020-05-19,8822.38440860215,8744.973949086756,8899.794868117548,0.6615891959798995,0.6504784013202811,0.6726999906395179
AL,2020-05-20,9088.11776565465,9012.040142109061,9164.195389200237,0.6868475991649269,0.675986561121858,0.6977086372079958
AL,2020-05-21,9381.629801555064,9307.467529598543,9455.792073511588,0.7059928023783445,0.6952408494901373,0.7167447552665517
AL,2020-05-22,9222.66902571361,9146.637478689445,9298.700572737776,0.6902878835811452,0.6794858191880055,0.7010899479742849
AL,2020-05-23,8459.20525187567,8376.593391453358,8541.817112297982,0.6400290592081366,0.6293154234813487,0.6507426949349244
AL,2020-05-24,8154.3474008574485,8070.508811414278,8238.185990300619,0.6153985507246377,0.6045534006671023,0.6262437007821731
AL,2020-05-25,8199.110069355253,8116.4009710490445,8281.819167661459,0.6159031979256698,0.6049153660186879,0.6268910298326518
AL,2020-05-26,8488.769853372434,8410.21197046435,8567.327736280518,0.6389811738648948,0.6277003638699903,0.6502619838597994
AL,2020-05-27,9096.35545636086,9019.6922501859,9173.018662535822,0.679559748427673,0.6686478610371969,0.6904716358181491
AL,2020-05-28,9336.287090332433,9261.375547140316,9411.198633524547,0.7018987341772152,0.6911686858407532,0.7126287825136771
AL,2020-05-29,9169.919337794998,9093.940555603098,9245.898119986898,0.6876478939895883,0.6767878803635649,0.6985079076156117
AL,2020-05-30,8728.917512012813,8647.51664042169,8810.318383603937,0.660394427356613,0.6498101479597529,0.6709787067534732
AL,2020-05-31,8334.094564211082,8251.304458520844,8416.88466990132,0.629609738632295,0.6187888057836357,0.6404306714809542
AL,2020-06-01,8395.819061887749,8317.786563172918,8473.85156060258,0.6339257873401933,0.6225011036573711,0.6453504710230156
AL,2020-06-02,9135.048845363319,9057.300266676903,9212.797424049733,0.6800516045799064,0.6693007870602,0.6908024220996128
AL,2020-06-03,9296.57711442786,9219.547797052506,9373.606431803215,0.6923575129533679,0.6817348643241428,0.702980161582593
AL,2020-06-04,9664.232236919115,9588.302954273728,9740.161519564503,0.7031893789104227,0.6926296058219424,0.7137491519989029
AL,2020-06-05,9746.864976903944,9669.897337327136,9823.832616480751,0.7007934086054318,0.6903277843151062,0.7112590328957574
AL,2020-06-06,9175.853770491804,9094.31540419011,9257.392136793496,0.6716546267629859,0.6612643516064589,0.682044901919513
AL,2020-06-07,9023.118688524592,8940.663923649916,9105.573453399267,0.65854913393929,0.6480727166969825,0.6690255511815976
AL,2020-06-08,9173.641690682036,9093.246743760896,9254.036637603176,0.657314629258517,0.6465511605455108,0.6680780979715233
AL,2020-06-09,9754.739474631162,9677.338432759272,9832.14051650305,0.701003861003861,0.6906010351990403,0.7114066868086818
AL,2020-06-10,10045.651835754317,9972.728537449955,10118.57513405868,0.7308781869688386,0.720516278784852,0.7412400951528251
AL,2020-06-11,10117.377216058561,10044.696827407255,10190.057604709868,0.7345633090313941,0.7242574288680937,0.7448691891946945
AL,2020-06-12,10149.388038171328,10076.847184434857,10221.928891907795,0.728453196347032,0.717977670600359,0.738928722093705
AL,2020-06-13,9558.811855670105,9479.368876644297,9638.25483469591,0.6847826086956522,0.6743445553034022,0.6952206620879022
AL,2020-06-14,9257.556455571921,9176.944603251757,9338.168307892083,0.6648768161718257,0.6542584204811389,0.6754952118625125
AL,2020-06-15,9339.360443622922,9263.442398575526,9415.278488670316,0.669927333705981,0.6587379958900709,0.6811166715218911
AL,2020-06-16,9976.40067413287,9903.685267353949,10049.11608091179,0.7165244158388134,0.7057936094931451,0.7272552221844818
AL,2020-06-17,10175.110470805697,10103.465489205031,10246.755452406363,0.7301831399412834,0.7196191676844813,0.7407471121980854
AL,2020-06-18,10157.926060743943,10083.107161868462,10232.744959619422,0.7183626405304122,0.7079745713684731,0.7287507096923513
AL,2020-06-19,10024.1570020628,9948.362039398193,10099.95196472741,0.7091807088901801,0.6987274447577881,0.7196339730225721
AL,2020-06-20,9491.744047619048,9411.794010101155,9571.69408513694,0.6812310636262159,0.6707967494915769,0.6916653777608549
AL,2020-06-21,9260.671626984127,9179.659739426223,9341.68351454203,0.6645408163265306,0.653969605411492,0.6751120272415693
AL,2020-06-22,9461.481031866464,9386.354011265723,9536.608052467203,0.6798771978788725,0.6687480205500258,0.6910063752077191
AL,2020-06-23,10134.199630314233,10062.177209334415,10206.222051294051,0.7262320256875611,0.7156272260842321,0.73683682529089
AL,2020-06-24,10399.569182046522,10329.684210260326,10469.454153832718,0.7499647241427967,0.7396568176691423,0.7602726306164511
AL,2020-06-25,10350.653052309708,10280.48631277607,10420.819791843347,0.7467532467532467,0.7363993971573096,0.7571070963491838
AL,2020-06-26,10190.20814677296,10119.014023555577,10261.402269990343,0.7351778656126482,0.7246724146139737,0.7456833166113227
AL,2020-06-27,9941.491468426953,9863.611454413309,10019.371482440596,0.7122302158273381,0.7021202029878437,0.7223402286668326
AL,2020-06-28,9776.357827873957,9697.35037551927,9855.365280228641,0.6988355399585261,0.6886020730804282,0.709069006836624
AL,2020-06-29,9583.511627906977,9509.602980096,9657.420275717954,0.6934511288739307,0.6824018873565189,0.7045003703913425
AL,2020-06-30,10031.563417131156,9959.569602477644,10103.557231784669,0.7359449760765551,0.7255755018421814,0.7463144503109287
AL,2020-07-01,9667.06226537217,9593.58297167772,9740.541559066616,0.7444186461868191,0.7344716127300007,0.7543656796436374
AL,2020-07-02,9950.689864029668,9876.833588875037,10024.546139184296,0.7398320434711017,0.7298202545398652,0.7498438324023381
AL,2020-07-03,9297.05804204824,9220.977215383728,9373.138868712751,0.7143110795454546,0.7040067982891315,0.7246153608017777
AL,2020-07-04,8891.371412413402,8807.998934360701,8974.743890466103,0.663767019667171,0.6534834140510165,0.6740506252833255
AL,2020-07-05,8957.233422875725,8874.103483656236,9040.363362095213,0.6681783824640968,0.6579324432120378,0.6784243217161557
AL,2020-07-06,8972.331960885229,8894.835878610374,9049.828043160083,0.6922803272856635,0.6817201879849937,0.7028404665863333
AL,2020-07-07,9662.977829495345,9590.391236643562,9735.564422347128,0.7392545332437878,0.7290529754506154,0.7494560910369601
AL,2020-07-08,10325.696898443623,10256.027612301084,10395.36618458616,0.7560223266745005,0.7458515179092564,0.7661931354397447
AL,2020-07-09,9852.66712586099,9780.797514576363,9924.536737145616,0.7538197424892704,0.7439002928738124,0.7637391921047284
AL,2020-07-10,9795.650400884711,9718.125065649361,9873.175736120062,0.732136245834876,0.7224183027976241,0.741854188872128
AL,2020-07-11,9523.497041420118,9441.920200264733,9605.073882575505,0.7033995416348358,0.6935748448205447,0.7132242384491269
AL,2020-07-12,9220.10954525643,9136.42313441723,9303.795956095628,0.6789342534023385,0.6689278295371105,0.6889406772675665
AL,2020-07-13,9266.301052923249,9186.442318986003,9346.159786860491,0.6999812488280518,0.6898788495953754,0.7100836480607282
AL,2020-07-14,9919.211602544683,9844.495197902463,9993.928007186903,0.7680184912796806,0.758857948180554,0.7771790343788072
